Class,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-0,NRC-10-1,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-0,NRC-10-Expanded-1,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
0,2,1,0,1,1,-2,0.193,-7.477,1.119,-5.406,0,0,1,0,0,1,0,0,1,0,1.282561,0.851518,1.110531,1.221747,0.434472,0.850019,0.524021,0.667897,5.831968,1.470758,0.371619,0.169779,0.642877,1.432706,0,1.859256,0,0,0.927358,-0.625,0,0,2
0,0,1,1,1,0,-2,1.397,-7.789,4.792,-1.807,0,0,0,0,0,0,0,0,0,0,0.785241,0.880539,0.54788,0.716936,0.471914,0.507438,0.339548,0.800121,3.731838,1.495386,0.563,0.150242,0.353625,0.789567,1.434816,1.615391,1.843885,0,0.598289,-0.891865,0,0,0
0,2,0,1,0,2,0,0.219,-5.455,3.337,-1.959,0,0,0,0,0,0,0,0,0,1,0.872932,0.811853,0.753775,0.812386,0.288818,0.386848,0.287023,0.473189,3.300587,1.475413,0.217906,0.786658,0.331213,2.699956,1.256498,0.633394,1.926552,0,2.24623,0,0,0,1
0,2,1,1,1,0,0,1.192,-3.072,3.347,-2.201,0,0,0,0,0,0,1,0,0,1,1.051074,0.559507,1.162468,1.032424,0.337326,0.46428,0.286512,0.919863,4.029671,1.765268,0.360903,0.061206,0.359897,0.744113,0.842804,0.664833,0.726733,0.472261,0.575,-0.097031,0,0,0
0,0,4,0,4,1,-9,0.437,-18.3,1.681,-9.877,2,1,2,2,1,2,1,1,2,1,2.439855,0.703985,1.849206,2.127407,0.341571,3.615868,0.652265,0.596545,7.917561,1.180931,1.799435,0,0.732663,0.722224,0.411465,5.091024,0.133791,0,0.443213,-3.726488,0,0,1
0,2,1,1,2,3,-4,2.901,-7.932,2.882,-3.951,0,1,1,0,1,0,1,1,0,1,1.41968,1.057353,1.158491,1.251136,1.064204,1.659411,0.875264,1.142241,4.805629,2.935866,0.966268,0.351298,0.2087,0.063325,1.131848,3.291656,0.494391,1.051014,0.234375,-1.325,0,0,0
0,2,1,0,3,0,-3,1.142,-7.232,4.95,-3.585,0,0,0,0,1,1,0,1,1,1,1.486845,0.690383,1.291486,1.229605,0.883917,1.603102,0.525799,0.992723,4.930021,2.132397,1.025386,0.584174,1.487816,0.78456,1.824187,2.667613,0.68521,0.270179,1.191369,-0.979167,0,0,0
0,1,1,2,0,3,0,8.282,-1.244,4.137,-2.177,0,2,0,0,1,0,0,1,0,2,0.583758,1.292596,0.722786,0.684848,1.751214,0.318666,0.616756,1.313845,2.867765,4.13197,0.293676,0.285436,0.494203,0.815321,3.380971,0.13754,0.012617,0.554289,1.1125,-0.439547,0,0,0
0,2,0,1,0,2,0,1.569,-4.516,2.057,-5.861,0,0,0,0,0,0,0,0,0,0,1.321037,0.712213,1.310275,1.278656,0.469796,0.590743,0.468163,0.895148,5.362486,1.570159,1.492632,0.452491,1.8933,0.652448,0.469234,0.167296,1.073088,0.775267,1.72619,-1.394643,0,0,0
0,1,0,2,0,2,0,1.527,-3.415,3.08,-1.866,0,1,1,0,0,0,0,2,2,1,0.389535,0.399704,0.390516,0.366965,0.331389,0.195691,0.240644,0.434839,2.035564,1.279025,0.046,0.581141,0.9256,0.732389,1.645912,1.020117,0.75355,0.087666,0.017857,-0.853175,0,0,0
0,0,2,0,3,0,-3,0.605,-3.811,2.56,-1.85,0,0,0,0,0,0,0,0,0,0,0.843664,0.331507,0.495113,0.799147,0.364726,1.281339,0.274458,0.312684,2.427486,1.017005,0.198014,0.646504,0.031812,0,0,1.615967,1.255964,0.925539,0.516369,-0.645833,0,0,0
0,1,0,1,1,1,-1,3.18,-4.623,1.619,-6.173,1,1,0,1,1,1,0,1,1,1,0.39539,0.551997,0.443379,0.437934,0.308941,0.325527,0.249948,0.669467,2.284349,1.415888,2.257817,1.320614,0.134897,1.07686,0.136094,0.871241,0.167734,2.244653,0.125,-1.122984,0,0,0
0,2,0,1,0,4,0,4.973,-2.641,2.123,-4.989,0,0,0,0,0,0,0,0,0,0,1.356915,1.497481,0.953738,1.040614,1.406244,0.671753,0.998179,1.508097,5.518972,3.64475,2.239649,0.782559,1.404631,0.380437,0.497209,0.374163,2.258961,0.59687,0.269928,-0.373864,0,0,0
0,0,1,0,1,0,-1,1.366,-3.64,0.653,-4.677,0,0,0,0,0,0,0,0,0,0,0.756935,0.694241,0.659069,0.730243,0.450246,0.696538,0.475116,0.408025,3.234177,1.163531,0.660849,0.169779,0.823392,0.589149,0,0.312772,0.002351,0,0.296644,-0.770833,0,0,1
0,0,2,0,0,0,0,0.713,-1.12,2.385,-1.828,0,1,0,1,0,0,0,0,0,0,0.39932,0.399599,0.227809,0.293385,0.340197,0.129651,0.146442,0.29661,1.366856,0.900734,0.018928,0.343136,0.825804,0.305104,0.367576,0.106862,1.041052,0.245606,0.3125,-0.515972,0,0,0
0,0,1,0,1,0,-1,2.674,-3.703,3.042,-3.578,0,1,0,0,1,0,0,0,1,1,0.969639,0.611845,0.805904,0.935667,0.48701,0.733579,0.269935,0.921645,3.8145,1.714275,1.55574,0.756122,0.398699,0.602556,0.855771,0.575478,0.560702,0,0.293056,-0.291667,0,0,0
0,1,0,1,0,2,0,0.136,-1.157,0.261,-0.772,0,0,0,0,1,0,0,1,0,1,0.149589,0.17308,0.142819,0.115044,0.070005,0.102341,0.060287,0.097833,0.949579,0.264798,0.18977,0,0,0.138215,0.233424,1.15476,0,0,0.291667,-0.2625,0,0,0
0,2,1,0,1,3,-1,4.192,-7.73,2.157,-10.585,0,0,0,0,0,0,0,1,0,1,1.960448,1.508232,1.578627,1.754586,1.16029,1.59822,0.845729,1.620111,7.86597,3.38136,2.407782,1.276116,2.05887,0.32942,0.017891,0.993211,0.357497,0.008106,0.771434,-1.46875,0,0,2
1,2,0,2,0,6,0,3.138,-0.502,2.328,-1.308,0,0,0,0,1,0,0,0,0,1,0.36982,0.409502,0.357095,0.308911,0.601676,0.149679,0.1819,0.433525,1.213024,1.424923,0,0.001125,0.41251,0,1.204129,0,0.430974,0.409017,2.495833,-0.125,0,0,0
1,0,0,0,0,0,0,3.179,-1.798,3.747,-1.118,0,1,0,0,0,0,0,0,1,1,0.691405,0.883444,0.327342,0.42394,1.060873,0.268997,0.323006,0.680855,1.913721,1.968324,0.662898,1.593506,0.705761,1.407998,0.542287,0,0.260417,0,0.376786,-0.285417,0,0,1
1,1,0,1,0,2,0,8.583,-1.658,3.887,-2.219,0,1,0,0,1,1,0,2,0,1,0.896735,1.50378,0.934274,0.924523,1.709,0.456532,0.624793,1.787489,3.97528,4.238812,0.302366,1.633617,0.278513,0.971668,1.152426,0.231437,2.055606,0.873608,1.279365,-0.208333,0,0,0
1,2,3,0,3,0,-4,2.567,-6.664,1.607,-4.503,0,0,1,0,1,1,0,2,2,4,0.974743,0.922596,0.683001,0.767342,1.103621,1.072414,0.534735,1.360351,3.661323,2.726263,1.080814,0,3.621061,0.187806,0.541209,1.449302,0.373678,0.584404,1.804678,-1.386458,0,0,0
1,0,0,0,0,0,0,0.87,-0.734,0.182,-0.894,0,0,0,0,0,0,0,0,0,0,0.247673,0.196464,0.371471,0.306266,0.213705,0.142913,0.152355,0.346616,0.94206,0.823363,0.155258,0.206827,0.210517,0,0.088842,0.441245,0.30829,0.09642,0.041667,-0.150298,0,0,0
0,0,1,0,1,0,-3,0,-2.82,0.052,-2.483,1,0,1,1,0,1,0,0,1,0,0.338981,0.309925,0.408462,0.363491,0.094707,0.198066,0.222209,0.150841,1.562861,0.323649,0.982449,0.111172,0.551639,0,0,0,0,0.33715,0,-0.625,0,0,0
0,0,2,0,1,1,-2,3.699,-7.38,3.876,-5.961,1,1,1,1,2,2,1,2,1,2,1.821952,1.305019,1.465118,1.604892,0.797749,1.654928,0.866663,1.077135,6.466424,2.94164,0.715663,1.176003,0.363014,0.704583,1.976255,1.963626,1.749256,0.114534,1.262753,-1.9875,0,0,1
1,1,1,0,2,3,0,4.937,-4.503,1.966,-4.112,0,0,0,0,1,0,0,0,0,1,2.278242,1.597132,1.532619,2.036016,1.719826,1.616085,0.989266,1.853063,6.327365,3.826884,1.630526,0.10039,0.364687,0.687174,1.096256,0.501598,0.690793,0.199074,1.57956,-1.797727,0,0,0
1,4,1,3,1,10,-2,7.639,-2.427,4.09,-3.292,1,2,1,0,2,0,1,2,1,2,1.084009,1.344752,1.240758,1.055253,1.974785,0.527026,0.71648,1.422351,3.922128,3.855418,0.628803,0.614798,0.745459,0.814694,1.583883,0.599007,1.007876,0.664517,3.280853,-0.229167,0,0,0
0,0,1,0,1,0,-2,0.075,-3.152,1.421,-0.583,0,1,0,0,0,0,0,0,0,0,0.486331,0.144006,0.556992,0.160034,0.043411,0.323865,0.075921,0.094198,1.327033,0.135359,0.429856,0.178913,0.811259,0.807694,0.626207,0,0.897466,0,0,-0.041667,0,0,0
0,2,0,2,0,3,0,4.425,-3.198,1.858,-5.231,0,2,0,0,2,0,0,1,0,2,1.170908,1.009207,0.95014,1.06927,0.607578,0.60873,0.559302,1.096536,5.083669,2.399792,0.479229,2.606507,0.446841,2.008184,0.907027,0.053493,2.400574,0.077221,1.768386,-0.145833,0,0,0
1,0,0,0,0,2,0,6.772,0,5.939,-0.528,0,1,1,0,1,0,1,1,0,1,0.182934,0.807527,0.074797,0.098391,1.003407,0.048159,0.279666,0.960282,0.739262,2.235362,0,1.383416,0,0.519839,1.96621,0,1.162284,0.294484,0,0,0,0,0
1,1,1,1,2,3,-4,0.327,-4.426,0.177,-4.834,0,0,0,0,0,0,0,0,1,1,0.434859,0.340182,0.250081,0.27299,0.29247,0.303285,0.134856,0.51242,1.941551,0.818421,1.911842,0,0.846993,0,0.17173,0.56062,0.665816,1.315103,0.125,-0.729167,0,0,0
1,1,2,1,1,5,-2,5.397,-2.442,6.131,-7.181,1,3,0,2,2,1,1,2,1,2,1.134867,1.075641,0.821212,0.987286,1.107633,0.492068,0.532385,1.237625,3.818436,2.763134,0.109419,0.607825,0.351458,0.35922,2.669883,0.413045,1.63008,0.218207,1.364732,-0.633333,0,0,0
1,1,1,1,0,3,-1,2.547,-1.963,1.88,-2.277,0,0,0,0,1,0,0,1,1,1,0.618603,0.489419,0.709845,0.539829,0.419256,0.329463,0.260057,0.460353,2.510534,1.230896,0.078677,0.608521,0.902055,0.226793,0.621443,0,0.656983,0.331603,1.663889,-0.541667,0,0,0
1,0,0,0,0,0,0,3.127,-2.352,1.403,-1.853,0,0,0,0,0,0,0,0,0,0,0.325742,0.372936,0.26976,0.243475,0.291366,0.170938,0.18154,0.281707,1.345124,0.95119,0.639231,0.889786,0.358782,1.343992,0,0,0.043454,0,0.543994,-0.09375,0,0,0
1,0,1,0,2,3,-3,4.193,-0.796,1.161,-0.959,0,1,0,1,0,1,0,0,1,0,0.505612,0.454854,0.502455,0.400689,0.579893,0.117069,0.313678,0.287216,1.849508,1.077008,0.188392,0.098601,0.19261,0.744802,0.032962,0.316905,0.380673,0.883688,0.176173,-0.024351,0,0,1
0,0,2,0,1,0,-2,2.198,-3.751,2.255,-3.832,0,0,0,0,0,0,0,1,0,0,1.073734,0.7016,0.823574,0.933111,0.45486,0.383292,0.434049,0.646051,4.138605,1.310768,0.948511,0,0.438175,0.410668,0,2.061688,0.647298,0.166457,0.200136,-1.121979,0,0,0
1,0,2,0,2,1,-3,2.596,-6.491,2.054,-2.719,1,1,1,1,1,2,1,2,2,2,1.155718,1.266637,0.916489,1.017286,0.789884,0.62331,0.631678,0.945047,4.38094,2.26935,0.367303,0.804641,0.112871,1.425604,0.915723,1.1353,1.346446,0.271711,0.297917,-1.217609,0,0,1
1,3,1,2,1,8,-2,8.009,-3.463,3.928,-7.315,0,1,0,0,1,0,0,1,0,2,1.097934,1.401401,1.262779,1.168821,1.334269,0.508752,0.868973,1.504608,4.735448,3.876782,1.316538,2.603162,0.81316,0.509637,1.652506,1.862936,0.882446,1.423854,3.326474,-0.786096,0,0,1
1,1,0,0,0,0,0,1.973,-1.513,1.609,-0.133,0,0,0,0,0,0,0,0,0,0,0.230843,0.277778,0.163653,0.230986,0.142038,0.0857,0.169014,0.231495,1.228269,0.739516,0.444969,0.480973,0,0,0.510129,0,0.44803,0,1.097321,0,0,0,0
0,1,0,1,0,0,0,0.782,-2.405,1.474,-0.195,0,0,0,0,0,0,0,0,0,0,0.354035,0.270895,0.333292,0.337779,0.249237,0.358251,0.155137,0.145736,1.371059,0.503569,0.617015,0,0,0.346627,0.137963,0.698842,0.550964,0.01925,0.99065,-0.0625,0,0,0
1,1,0,1,0,2,0,3.674,-0.115,1.441,-0.182,0,1,0,0,1,0,1,1,0,1,0.10071,0.244251,0.069235,0.081249,0.317364,0.048093,0.125002,0.330404,0.363094,0.82683,0.036483,0.091207,0.673088,0,0.629336,0,0.071861,0,1.16994,-0.0375,0,0,0
1,1,1,1,1,0,-1,5.157,-3.403,6.165,-1.868,0,0,0,0,0,0,0,0,1,0,0.855202,1.036589,0.579921,0.662464,1.293838,0.289753,0.502283,1.277377,2.96365,3.017697,0.464389,0.058946,0.876049,0.777712,2.13727,0,2.8655,0.166457,1.752761,-0.541667,0,0,0
1,0,0,0,0,2,0,4.125,-1.61,1.701,-2.539,0,0,0,0,0,0,0,0,0,0,0.345248,0.88091,0.336322,0.371844,0.919829,0.162604,0.403842,0.866598,1.417658,2.028939,0.386599,1.327641,0.650952,0.413977,0.626881,0.546298,0.03069,0.02488,0.208333,-0.007616,0,0,1
1,0,0,0,0,0,-1,2.999,-2.221,5.975,-7.222,1,0,1,1,0,1,0,0,1,1,0.683434,0.9216,0.265092,0.487297,0.463814,0.220846,0.483378,0.875177,2.417285,1.5508,1.244231,1.225232,0.611743,1.266372,1.275903,0,0.611326,0,0.997457,-1.079816,0,0,0
1,2,0,1,0,3,0,3.787,-0.623,3.34,-0.109,0,1,0,0,1,0,1,1,0,1,0.186334,0.877569,0.090983,0.240976,0.968799,0.125796,0.497623,0.65133,0.619336,2.039738,0.308359,0.161421,0.122425,0.446999,1.861298,0.716068,0,0.240831,0.78244,-0.333333,0,0,0
